"";"Sample_name";"D0";"D1";"sd.D1";"D2";"sd.D2";"Evenness";"Organisation";"CV"
"LOW_F11_39_t1_5000x.fcs";"LOW_F11_39_t1_5000x.fcs";14095;5398,74578716491;56,2613304170052;3420,00595941018;48,7228071603281;0,289147038947547;0,0691864587748392;176,093214757643
"LOW_F11_39_t5_5000x.fcs";"LOW_F11_39_t5_5000x.fcs";13927;4985,20254717536;43,7311266808737;3181,93081255258;36,8640857690652;0,268630346778891;0,0670403684849984;183,578203955327
"LOW_F12_16_t1_5000x.fcs";"LOW_F12_16_t1_5000x.fcs";12033;4208,63173091762;41,5956732647994;2743,73988296332;47,7914823297933;0,261129987869022;0,0687630186686603;183,443477123028
"LOW_F12_16_t5_5000x.fcs";"LOW_F12_16_t5_5000x.fcs";12759;4141,03492396804;44,9791394441367;2673,71066520883;38,5235696150875;0,244185381499775;0,0742016890121332;194,092152129018
"LOW_F12_39_t1_5000x.fcs";"LOW_F12_39_t1_5000x.fcs";14388;5754,88402164395;49,9779730344915;3957,53718165148;54,6873892965085;0,295486128437741;0,0761315890346332;162,355260457237
"LOW_F12_39_t5_5000x.fcs";"LOW_F12_39_t5_5000x.fcs";13564;4443,43477171054;41,5171128172575;2816,22191475131;37,7338156670002;0,246323571232794;0,0793427882243498;195,359878534701
"LOW_G01_17_t1_100x.fcs";"LOW_G01_17_t1_100x.fcs";14115;4871,30632118427;73,3263777703587;2703,61406639757;47,6261225805829;0,269895044637101;0,0495532272290427;203,91887212752
"LOW_G01_17_t5_100x.fcs";"LOW_G01_17_t5_100x.fcs";11714;3020,17121932871;56,084275017422;1604,89211927911;28,9310011437742;0,210987508260059;0,046324760455998;252,234479255623
"LOW_G01_40_t1_5000x.fcs";"LOW_G01_40_t1_5000x.fcs";12515;3779,06244789131;47,5666886419622;2168,24689545986;35,0490306102483;0,237127781346589;0,0641879462902607;217,957243004931
"LOW_G01_40_t5_5000x.fcs";"LOW_G01_40_t5_5000x.fcs";13205;3929,65018209575;45,6930351040692;2321,96370656121;30,8437736449107;0,22964191513888;0,0575243384940904;216,724765859054
"LOW_G02_17_t1_100x.fcs";"LOW_G02_17_t1_100x.fcs";14061;4700,78345635663;46,6167486984952;2840,20379350303;55,4259441938192;0,257500806552275;0,0613395974839549;199,001800967902
"LOW_G02_17_t5_100x.fcs";"LOW_G02_17_t5_100x.fcs";11576;3139,34215205194;48,9591346185005;1639,32767897122;37,7842185147846;0,222178981420661;0,0455870484127253;246,628559686011
"LOW_G02_40_t1_5000x.fcs";"LOW_G02_40_t1_5000x.fcs";15017;5916,34654752758;45,1444171733349;3976,26529616187;47,5777167380896;0,294055864172375;0,0844252435417703;166,223687415372
"LOW_G02_40_t5_5000x.fcs";"LOW_G02_40_t5_5000x.fcs";12579;4174,92455852476;47,8754202449776;2678,62127209313;34,3027988880827;0,249723830399047;0,0707163094676101;192,170759173148
"LOW_G03_17_t1_100x.fcs";"LOW_G03_17_t1_100x.fcs";14192;4902,31901271615;67,4197944424224;2737,1058271777;45,867174478319;0,271544449900674;0,0468196368629166;204,864335410952
"LOW_G03_17_t5_100x.fcs";"LOW_G03_17_t5_100x.fcs";11899;3071,20562642982;34,0392060309841;1629,71579719442;41,8949257500303;0,211919898233968;0,0503055242650377;252,028288645061
"LOW_G03_40_t1_5000x.fcs";"LOW_G03_40_t1_5000x.fcs";11774;3536,33677235265;43,7023045613619;2072,2352721909;29,7418777492367;0,23421406097956;0,0624415777189155;215,744282782866
"LOW_G03_40_t5_5000x.fcs";"LOW_G03_40_t5_5000x.fcs";13197;4252,03397423669;35,7294235714174;2678,15274454566;26,8984786167452;0,244072368678694;0,0660549438421591;198,366918617234
"LOW_G04_17_t1_100x.fcs";"LOW_G04_17_t1_100x.fcs";13299;4675,87389485813;63,225884903668;2796,00218506935;61,0019088138329;0,269995981318626;0,0529160346294596;194,613440959422
"LOW_G04_17_t5_100x.fcs";"LOW_G04_17_t5_100x.fcs";11564;2823,79061137182;42,4703013179954;1455,57707770124;32,3485189542023;0,205494412852468;0,0417950504140942;263,544845828943
"LOW_G04_40_t1_5000x.fcs";"LOW_G04_40_t1_5000x.fcs";15272;5889,63531811108;51,6783306357049;3947,08054196988;58,3312425025058;0,287827804607415;0,0780679689971767;170,155323924767
"LOW_G04_40_t5_5000x.fcs";"LOW_G04_40_t5_5000x.fcs";13468;4494,73320220464;46,3227136012599;2846,72885789366;39,9739596166725;0,252670297409113;0,0681830039617388;193,150671986483
"LOW_G05_18_t1_5000x.fcs";"LOW_G05_18_t1_5000x.fcs";11312;4067,96429477989;31,1623247318155;2639,96843406501;34,7746445873391;0,270827707712813;0,0682453862941608;181,147816046118
"LOW_G05_18_t5_5000x.fcs";"LOW_G05_18_t5_5000x.fcs";12590;4327,73641378664;40,942968511855;2782,31032414461;33,4058268974439;0,258139916111235;0,0729449593806247;187,447364951739
"LOW_G06_18_t1_5000x.fcs";"LOW_G06_18_t1_5000x.fcs";11489;4016,91784500544;51,9837261875858;2578,09593417176;38,1201615122874;0,263951165435266;0,0635160288685387;185,438589959685
"LOW_G06_18_t5_5000x.fcs";"LOW_G06_18_t5_5000x.fcs";11594;3924,33858900688;32,5365767419502;2516,01367604815;29,7960262787258;0,254657399197628;0,0687765065231405;189,801355155668
"LOW_G07_18_t1_5000x.fcs";"LOW_G07_18_t1_5000x.fcs";11465;4054,16438347309;34,3791029721879;2559,20624114095;42,8169297569092;0,265622976576684;0,060396530581232;186,189461195651
"LOW_G07_18_t5_5000x.fcs";"LOW_G07_18_t5_5000x.fcs";13034;4456,28860503843;29,419747822068;2859,29421906973;52,0299052291753;0,257906860587353;0,0703376840175489;188,476904380227
"LOW_G08_18_t1_5000x.fcs";"LOW_G08_18_t1_5000x.fcs";11542;4039,26777652727;31,4241331168744;2647,39298886972;55,0829958818243;0,262204700904386;0,0663816094976643;183,881118218851
"LOW_G08_18_t5_5000x.fcs";"LOW_G08_18_t5_5000x.fcs";12047;4095,13240229712;46,8258997882026;2621,13646016125;35,1229728944721;0,25519805739105;0,0698312448926467;188,884609002485
"LOW_G09_19_t1_5000x.fcs";"LOW_G09_19_t1_5000x.fcs";12713;4279,98537528367;44,2508188063062;2638,15230226093;39,9094484693493;0,255555519587188;0,0614144462570804;195,805895960376
"LOW_G09_19_t5_5000x.fcs";"LOW_G09_19_t5_5000x.fcs";11809;4015,7941108273;39,9503840017857;2615,53931482447;37,6296931416892;0,253589245084901;0,0777748132426558;187,050606811064
"LOW_G10_19_t1_5000x.fcs";"LOW_G10_19_t1_5000x.fcs";12489;4099,65758628234;49,461967516987;2467,86802330779;48,3732895088662;0,251767255851197;0,0620318314098311;201,801812432038
"LOW_G10_19_t5_5000x.fcs";"LOW_G10_19_t5_5000x.fcs";13966;4830,5774927805;40,3831105555033;3226,34258081551;49,2307792261471;0,257330306927956;0,0692760307458085;182,833380705277
"LOW_G11_19_t1_5000x.fcs";"LOW_G11_19_t1_5000x.fcs";11901;4026,61701474278;36,4045654752361;2542,37821267618;34,7557895668669;0,256889553550253;0,063837459025759;193,021538717317
"LOW_G11_19_t5_5000x.fcs";"LOW_G11_19_t5_5000x.fcs";11782;4004,05505335096;36,4855782761614;2621,75937553101;39,8070076605109;0,254695864265498;0,073386271394257;187,783100384318
"LOW_G12_19_t1_5000x.fcs";"LOW_G12_19_t1_5000x.fcs";12639;4155,12389124279;51,7213799856472;2501,6015754073;39,1364940837034;0,251705980812247;0,0587766420190925;201,085626839857
"LOW_G12_19_t5_5000x.fcs";"LOW_G12_19_t5_5000x.fcs";12388;4616,72916559872;43,4213391898662;3109,20827811999;43,7923027539266;0,278942618921216;0,0765996694932934;173,194004795643
"LOW_H01_20_t1_5000x.fcs";"LOW_H01_20_t1_5000x.fcs";13336;4596,72886013935;39,1410300231081;2919,01477857818;27,6900635502892;0,260088820941694;0,0767483609681783;188,641959206947
"LOW_H01_20_t5_5000x.fcs";"LOW_H01_20_t5_5000x.fcs";12188;4201,9506508279;35,6036589181899;2762,16800641272;37,7035246284498;0,257555674473261;0,0733495940257269;184,522547024259
"LOW_H02_20_t1_5000x.fcs";"LOW_H02_20_t1_5000x.fcs";12875;4273,20397236227;36,8293063536023;2701,66606313347;46,8647987628857;0,250266157242033;0,0714005085553775;194,033900981723
"LOW_H02_20_t5_5000x.fcs";"LOW_H02_20_t5_5000x.fcs";12331;4559,28492220507;45,8548963163311;3091,33513933693;40,5155136928278;0,275626523094062;0,0717952930546625;173,268485873536
"LOW_H03_20_t1_5000x.fcs";"LOW_H03_20_t1_5000x.fcs";13699;4565,58989131584;29,8147410619198;2895,52978591494;31,2330526046396;0,252068742645769;0,080079063840749;193,262448024122
"LOW_H03_20_t5_5000x.fcs";"LOW_H03_20_t5_5000x.fcs";12447;4330,90964790074;35,5766525710024;2848,40529877946;44,7789607610559;0,259472680590998;0,0693763427584521;183,254378423947
"LOW_H04_20_t1_5000x.fcs";"LOW_H04_20_t1_5000x.fcs";12769;4423,699748988;48,5864792470581;2764,69398213889;44,4167795997089;0,263331473839084;0,0678369949943563;190,646251563763
"LOW_H04_20_t5_5000x.fcs";"LOW_H04_20_t5_5000x.fcs";12946;4714,14578821083;43,8063130424051;3114,54612216117;40,0298716503967;0,272408713696819;0,0714501436751536;178,025217940351
"LOW_H05_21_t1_5000x.fcs";"LOW_H05_21_t1_5000x.fcs";11498;3976,04712476066;44,265780567647;2547,65702302898;41,0397303969141;0,26043516322285;0,0685657944822912;187,274547821699
"LOW_H05_21_t5_5000x.fcs";"LOW_H05_21_t5_5000x.fcs";12875;4668,67864279954;49,2520104320539;3150,43937267741;45,6629457471507;0,270695528154363;0,0710961567212744;175,571675389527
"LOW_H06_21_t1_5000x.fcs";"LOW_H06_21_t1_5000x.fcs";11942;4320,51347432125;51,8763810598089;2812,18393143801;52,3600038022445;0,270424689188927;0,063646519081046;179,671029192478
"LOW_H06_21_t5_5000x.fcs";"LOW_H06_21_t5_5000x.fcs";13316;4718,9795188637;50,6478480043798;3138,93112170925;50,5283986648736;0,26433245083349;0,0685147140930251;180,311074080885
"LOW_H07_21_t1_5000x.fcs";"LOW_H07_21_t1_5000x.fcs";11367;3899,48887984442;49,7647473305663;2490,89547607395;31,4714253293381;0,259099864195693;0,0670221876332171;189,394624494679
"LOW_H07_21_t5_5000x.fcs";"LOW_H07_21_t5_5000x.fcs";13301;4732,87062218928;48,8564007900689;3155,73255236065;46,4405685473375;0,266035316173566;0,0667964560657595;179,428867419959
"LOW_H08_21_t1_5000x.fcs";"LOW_H08_21_t1_5000x.fcs";12248;4443,05583712447;51,6981839141512;2918,8366835436;57,2476679413924;0,271978249013763;0,0647690178345544;179,370342706577
"LOW_H08_21_t5_5000x.fcs";"LOW_H08_21_t5_5000x.fcs";12952;4805,22698903737;38,7974932574309;3193,49858162118;46,9126255438763;0,275999255456152;0,0759136993349512;174,643962162874
"LOW_H09_22_t1_5000x.fcs";"LOW_H09_22_t1_5000x.fcs";12767;4393,21951795428;49,5008719462052;2818,32126299055;46,8129679648185;0,258523033485319;0,0658275053120995;187,419894802926
"LOW_H09_22_t5_5000x.fcs";"LOW_H09_22_t5_5000x.fcs";12401;4145,04028332057;40,6165220208599;2724,79592369015;35,652374325241;0,250283237369498;0,0889033882613666;188,230980083221
"LOW_H10_22_t1_5000x.fcs";"LOW_H10_22_t1_5000x.fcs";11906;4230,8688659022;39,5920677371828;2689,46271630202;44,7619825934604;0,266024761976498;0,0622635099448733;184,820123543434
"LOW_H10_22_t5_5000x.fcs";"LOW_H10_22_t5_5000x.fcs";11448;4166,79984716802;41,1717863224997;2845,0033748953;43,0881750477447;0,271147469690254;0,0788898051640304;173,927334642262
"LOW_H11_22_t1_5000x.fcs";"LOW_H11_22_t1_5000x.fcs";11666;4263,79896310044;41,0718170148903;2847,34345887458;47,5369405256671;0,273789084543689;0,0685990002201101;176,350187432231
"LOW_H11_22_t5_5000x.fcs";"LOW_H11_22_t5_5000x.fcs";13220;4447,31034291746;39,7210823478704;2939,25411648941;33,0854029334061;0,250457029906215;0,0774753136837094;187,187215401212
"LOW_H12_22_t1_5000x.fcs";"LOW_H12_22_t1_5000x.fcs";11740;4156,73122654642;46,8860644099471;2678,77860144662;52,0498183218621;0,266490206128321;0,063805895016673;183,454866662334
"LOW_H12_22_t5_5000x.fcs";"LOW_H12_22_t5_5000x.fcs";12382;4269,30926683809;42,4737188855742;2852,1463759662;38,6332681840686;0,257892426220209;0,0815281402881581;182,479424936524
"MEDIUM_G09_42_t1_5000x.fcs";"MEDIUM_G09_42_t1_5000x.fcs";11190;3909,24506416005;40,5802764850042;2480,1573835983;45,1250142817343;0,262823906828768;0,0747480186174142;187,097740842982
"MEDIUM_G09_42_t5_5000x.fcs";"MEDIUM_G09_42_t5_5000x.fcs";13642;4525,44396947568;29,1277415067371;2942,78865031313;42,1615372248572;0,249347230922304;0,0767718094260373;190,85564597296
"MEDIUM_G10_42_t1_5000x.fcs";"MEDIUM_G10_42_t1_5000x.fcs";11168;4005,28842343565;43,0912028053442;2516,08524994571;36,7251887430683;0,270644941619169;0,0668697550204842;185,947721220084
"MEDIUM_G10_42_t5_5000x.fcs";"MEDIUM_G10_42_t5_5000x.fcs";13338;4656,57106685891;36,4372021490282;3044,106080128;31,8731832878909;0,261487291317441;0,070660723447648;184,31884828393
"MEDIUM_G11_42_t1_5000x.fcs";"MEDIUM_G11_42_t1_5000x.fcs";11636;4108,48441872637;49,2584824786222;2616,82337893518;52,9402828387209;0,265578172256751;0,0689401927210878;185,816196040203
"MEDIUM_G11_42_t5_5000x.fcs";"MEDIUM_G11_42_t5_5000x.fcs";14573;5035,83172235791;42,947788077239;3246,12765767538;42,1144143605515;0,25978591541902;0,0738417865446115;186,449762035636
"MEDIUM_G12_42_t1_5000x.fcs";"MEDIUM_G12_42_t1_5000x.fcs";11487;4070,67946575372;37,9998044553848;2575,1996478513;45,2853011411484;0,267171583724289;0,0730065740001136;185,531883349807
"MEDIUM_G12_42_t5_5000x.fcs";"MEDIUM_G12_42_t5_5000x.fcs";14184;4805,82388506232;49,8131105287908;3147,86746469123;38,044769266957;0,253457094734866;0,0694163597266003;187,520353843183
"MEDIUM_H01_43_t1_5000x.fcs";"MEDIUM_H01_43_t1_5000x.fcs";12921;4530,49522883534;42,010143367935;3023,69365891788;38,5176452967317;0,261055713965855;0,0769502021718894;181,700079032869
"MEDIUM_H01_43_t5_5000x.fcs";"MEDIUM_H01_43_t5_5000x.fcs";13784;4851,43061817399;46,3508739198745;3199,39183275186;49,3989321845896;0,263233734865419;0,0693600321888593;181,70235495342
"MEDIUM_H02_43_t1_5000x.fcs";"MEDIUM_H02_43_t1_5000x.fcs";13273;4460,03977023683;38,8308136364896;2926,69380650932;42,6886068531169;0,250816067828039;0,0706559064041137;187,885411823017
"MEDIUM_H02_43_t5_5000x.fcs";"MEDIUM_H02_43_t5_5000x.fcs";12642;4410,22406765083;29,9859876885136;2841,64480522658;38,5602791996047;0,260388486606599;0,0661622715892095;185,705372922164
"MEDIUM_H03_43_t1_5000x.fcs";"MEDIUM_H03_43_t1_5000x.fcs";12281;4208,43911010371;45,2644494647805;2805,51473982501;33,2157563633905;0,255888748927662;0,0745895430073144;183,339033114707
"MEDIUM_H03_43_t5_5000x.fcs";"MEDIUM_H03_43_t5_5000x.fcs";13849;4742,66379814792;40,2126722677192;3103,14700775297;42,1106012048463;0,255448125890577;0,0712318422228765;186,107756277773
"MEDIUM_H04_43_t1_5000x.fcs";"MEDIUM_H04_43_t1_5000x.fcs";12598;4361,15577982369;44,4882216634456;2896,69991182551;38,6791258469328;0,258383689732324;0,0739205860283036;183,30588588876
"MEDIUM_H04_43_t5_5000x.fcs";"MEDIUM_H04_43_t5_5000x.fcs";13373;4675,03474388529;46,6942683640237;3047,08174665371;54,1139988199476;0,261694052083993;0,0657828295599624;184,359064351797
"MEDIUM_H05_44_t1_5000x.fcs";"MEDIUM_H05_44_t1_5000x.fcs";13191;4307,16954232307;49,2440108493374;2562,58420135615;32,4911433183224;0,251781789908278;0,068445994560273;204,318329749538
"MEDIUM_H05_44_t5_5000x.fcs";"MEDIUM_H05_44_t5_5000x.fcs";12102;4250,47420741999;46,2430874468568;2833,3572571912;27,5874484788738;0,261809461391143;0,0707184714917418;180,512689006696
"MEDIUM_H05_46_t1_5000x.fcs";"MEDIUM_H05_46_t1_5000x.fcs";13410;2836,18535513495;30,9068214106723;1644,49676502807;28,6636153307402;0,170678104108275;0,065079156294261;267,089563594989
"MEDIUM_H06_44_t1_5000x.fcs";"MEDIUM_H06_44_t1_5000x.fcs";13211;4270,25672295536;53,8583630417315;2558,16159997083;28,6886032558307;0,249401732986546;0,0651781777698355;204,153640842896
"MEDIUM_H06_44_t5_5000x.fcs";"MEDIUM_H06_44_t5_5000x.fcs";13252;4646,25723914416;45,0994610245662;3039,56445824422;61,0767672164709;0,263194145289329;0,0695068341688101;183,774926116702
"MEDIUM_H06_46_t1_5000x.fcs";"MEDIUM_H06_46_t1_5000x.fcs";14747;2961,87279365878;39,568034733786;1712,53636339423;25,9332914392271;0,164373536027327;0,0601732769822623;276,639451224462
"MEDIUM_H07_44_t1_5000x.fcs";"MEDIUM_H07_44_t1_5000x.fcs";12686;4277,22967571422;48,8624248409785;2574,65134931848;46,0727133379039;0,256818635266725;0,0694182732219988;197,714720263067
"MEDIUM_H07_44_t5_5000x.fcs";"MEDIUM_H07_44_t5_5000x.fcs";13589;4528,68968812088;41,5391120782531;2936,04762638543;34,7490599670696;0,251611679180276;0,0696429496850609;190,464993123646
"MEDIUM_H07_46_t1_5000x.fcs";"MEDIUM_H07_46_t1_5000x.fcs";13698;2969,21803750233;34,417983301517;1742,85874775503;36,8491212097848;0,17492286833468;0,0675844207998409;262,868723801876
"MEDIUM_H08_44_t1_5000x.fcs";"MEDIUM_H08_44_t1_5000x.fcs";14079;4559,15313668771;42,435002002584;2721,98419478519;43,0010221885732;0,247410845238358;0,0657168646350766;204,443729894524
"MEDIUM_H08_44_t5_5000x.fcs";"MEDIUM_H08_44_t5_5000x.fcs";14202;5087,24309547405;35,417340804725;3316,55068679999;47,2513184368852;0,268109588878715;0,0769607110085889;181,503529207915
"MEDIUM_H08_46_t1_5000x.fcs";"MEDIUM_H08_46_t1_5000x.fcs";14193;3173,81914657411;37,0145941020452;1846,45118897591;25,1495472948978;0,180225792116136;0,0604750719848843;257,975963807132
"MEDIUM_H09_45_t1_5000x.fcs";"MEDIUM_H09_45_t1_5000x.fcs";12766;4353,59945414688;27,5598742927676;2907,442866726;42,376185003255;0,254574119921175;0,077560144213849;184,401552837411
"MEDIUM_H09_45_t5_5000x.fcs";"MEDIUM_H09_45_t5_5000x.fcs";13193;4654,67715623848;36,9098183835246;3075,94850447106;35,90564383642;0,263791821129243;0,0672842053157501;181,550049290656
"MEDIUM_H10_45_t1_5000x.fcs";"MEDIUM_H10_45_t1_5000x.fcs";13630;4431,34611102044;47,6595053949734;2817,66310642952;39,1231685630664;0,245344770443775;0,0688936846830795;195,702395794987
"MEDIUM_H10_45_t5_5000x.fcs";"MEDIUM_H10_45_t5_5000x.fcs";12938;4282,24854497427;37,9881656317076;2838,32275127711;46,2627558837662;0,247789201874144;0,0785578689604495;188,720315476977
"MEDIUM_H11_45_t1_5000x.fcs";"MEDIUM_H11_45_t1_5000x.fcs";12650;4401,29563908775;40,0376363890652;2915,57458208678;28,0720858071161;0,259846328846569;0,0738877970535394;182,963930202602
"MEDIUM_H11_45_t5_5000x.fcs";"MEDIUM_H11_45_t5_5000x.fcs";13118;4577,59957947209;43,6651658473874;3034,82559385183;48,2565919812933;0,26007918149566;0,0701906539817628;181,737820591897
"MEDIUM_H12_45_t1_5000x.fcs";"MEDIUM_H12_45_t1_5000x.fcs";12800;4380,25776734262;25,4181761638536;2912,4145826855;49,3150729305118;0,255700447074245;0,0796253690185547;184,697528082405
"MEDIUM_H12_45_t5_5000x.fcs";"MEDIUM_H12_45_t5_5000x.fcs";13429;4509,77224703849;30,4785414678447;3007,17542319526;41,8259456825792;0,251162660444668;0,076697233680164;186,738862333457
